incident_id,incident_datetime,incident_type_primary,incident_description,address_1,city,zip,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,Georgia Institute of Technology Georgia Tech Campus Shapes - n4r2-r2pa,Georgia Institute of Technology Areas Shapes - xuww-jywm
116917046,5/4/2010 14:31,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :FERST CENTER FOR THE ARTS,300 Block FERST DRIVE NW,ATLANTA,30313,33.7769281,-84.3936373,6/25/2012 18:47,5/6/2015 17:43,POINT (-84.393637 33.776928),14,Tuesday,Theft,,230979
116917048,4/18/2012 7:29,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :STEPHEN HALL,200 Block BOBBY DODD WAY,ATLANTA,30313,33.7739169,-84.3951846,6/25/2012 18:47,5/6/2015 17:43,POINT (-84.395185 33.773917),7,Wednesday,Theft,324851,230979
116917050,5/15/2010 6:50,2399 - LARCENY OFFENSE FREE TEXT,"""THEFT BY TAKING<BR>LANDMARK :BOBBY DODD WAY, NW @ POWER PLANT, NW Z2""",BOBBY DODD WAY NW & POWER PLANT NW Z2,ATLANTA,null,33.7739239,-84.3949153,6/25/2012 18:47,5/6/2015 17:44,POINT (-84.394915 33.773924),6,Saturday,Theft,324851,230979
116917051,1/5/2011 18:21,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :KAPPA ALPHA FRATERNITY 310 Z2,800 Block TECHWOOD DRIVE NW,ATLANTA,30313,33.7763741,-84.3920599,6/25/2012 18:47,5/6/2015 17:43,POINT (-84.39206 33.776374),18,Wednesday,Theft,,230979
116917052,5/30/2006 18:58,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :KAPPA SIGMA FRATERNITY PARKING LOT,100 Block SIXTH STREET NW,ATLANTA,30313,33.7781351,-84.3914818,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.391482 33.778135),18,Tuesday,Theft,,230978
116917053,4/14/2008 14:14,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :STUDENT CENTER 104 Z3,300 Block FERST DRIVE NW,ATLANTA,30313,33.7769281,-84.3936373,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.393637 33.776928),14,Monday,Theft,,230979
116917054,10/1/2007 14:31,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :BOBBY DODD STADIUM 17 Z2,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712878,-84.3907507,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.390751 33.771288),14,Monday,Theft,,230979
116917055,4/19/2010 9:12,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :GLENN RESIDENCE HALL 16 Z2,100 Block BOBBY DODD WAY NW,ATLANTA,30332,33.773863,-84.391529,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.391529 33.773863),9,Monday,Theft,324851,230979
116917057,6/13/2006 20:46,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY DECEPTION<BR>LANDMARK :STUDENT CENTER,300 Block FERST DRIVE NW,ATLANTA,30313,33.7769281,-84.3936373,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.393637 33.776928),20,Tuesday,Theft,,230979
116917058,2/9/2011 14:10,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :SKILES BUILDING,600 Block CHERRY STREET NW,ATLANTA,30313,33.7713324,-84.3955179,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.395518 33.771332),14,Wednesday,Theft,,230979
116917059,8/16/2008 12:02,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :GRADUATE LIVING CENTER,300 Block TENTH STREET NW,ATLANTA,30318,33.7815029,-84.3964631,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.396463 33.781503),12,Saturday,Theft,,230978
116917060,8/22/2010 1:26,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :FOLK RESIDENCE HALL 110 Z4,500 Block TURNER PLACE NW,ATLANTA,30318,33.7783971,-84.4036958,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.403696 33.778397),1,Sunday,Theft,324851,230977
116917061,1/30/2007 15:52,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :STUDENT CENTER 104 Z3,300 Block FERST DRIVE NW,ATLANTA,30313,33.7769281,-84.3936373,6/25/2012 18:47,5/6/2015 17:40,POINT (-84.393637 33.776928),15,Tuesday,Theft,,230979
116917062,8/10/2010 14:19,2399 - LARCENY OFFENSE FREE TEXT,"""THEFT BY TAKING<BR>LANDMARK :FIFTH STREET, NW B/W SPRING STREET, NW & WILLIAMS STREET, NW""",FIFTH STREET NW & SPRING STREET NW,ATLANTA,null,33.7768419,-84.3887929,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.388793 33.776842),14,Tuesday,Theft,,230979
116917063,4/4/2011 19:58,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :SUNTRUST BANK PARKING LOT,700 Block WEST PEACHTREE STREET NW,ATLANTA,30308,33.7742639,-84.3873316,6/25/2012 18:47,7/12/2012 3:59,POINT (-84.387332 33.774264),19,Monday,Theft,,
116917064,11/29/2009 12:24,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :BOBBY DODD STADIUM,100 Block BOBBY DODD WAY NW,ATLANTA,30313,33.7739209,-84.395053,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.395053 33.773921),12,Sunday,Theft,324851,230979
116917065,1/13/2011 9:50,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :ETHEL STREET WAREHOUSE 169,600 Block ETHEL STREET NW,ATLANTA,30318,33.7845293,-84.4060816,6/25/2012 18:47,5/6/2015 17:43,POINT (-84.406082 33.784529),9,Thursday,Theft,,
116917066,3/23/2009 15:44,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY DECEPTION<BR>LANDMARK :ADMINISTRATION 35 Z2,200 Block NORTH AVENUE NW,ATLANTA,30313,33.7713174,-84.3939722,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.393972 33.771317),15,Monday,Theft,,230979
116917068,6/27/2006 15:12,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :SKILES CLASSROOM BUILDING,600 Block CHERRY STREET NW,ATLANTA,30313,33.7713324,-84.3955179,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.395518 33.771332),15,Tuesday,Theft,,230979
116917069,7/15/2006 19:41,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :STUDENT CENTER,300 Block FERST DRIVE NW,ATLANTA,30313,33.7769281,-84.3936373,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.393637 33.776928),19,Saturday,Theft,,230979
116917070,6/17/2010 2:52,2399 - LARCENY OFFENSE FREE TEXT,THEFT OF SERVICES<BR>LANDMARK :NONE GIVEN,200 Block FOURTH STREET NW,ATLANTA,30313,33.7758787,-84.3933046,6/25/2012 18:47,5/6/2015 17:44,POINT (-84.393305 33.775879),2,Thursday,Theft,,230979
116917073,8/4/2007 14:08,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :MAULDING RESIDENCE HALL (SIXTH ST. APTS.) 65 Z4,500 Block SIXTH STREET NW,ATLANTA,30318,33.7772634,-84.4038559,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.403856 33.777263),14,Saturday,Theft,324851,230977
116917074,9/2/2006 16:41,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :BOBBY DODD STADIUM 17 Z2,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712878,-84.3907507,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.390751 33.771288),16,Saturday,Theft,,230979
116917075,1/6/2008 17:00,2399 - LARCENY OFFENSE FREE TEXT,THEFT OF SERVICES<BR>LANDMARK :TECHNOLOGY SQUARE HOTEL PARKING DECK,700 Block SPRING STREET NW,ATLANTA,30308,33.7736608,-84.3888343,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.388834 33.773661),17,Sunday,Theft,,
116917076,4/29/2010 11:03,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :STUDENT CENTER,300 Block FERST DRIVE NW,ATLANTA,30313,33.7769281,-84.3936373,6/25/2012 18:47,5/6/2015 17:43,POINT (-84.393637 33.776928),11,Thursday,Theft,,230979
116917077,12/15/2006 14:44,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :CALDWELL RESIDENCE HALL 109 Z4,500 Block TURNER PLACE NW,ATLANTA,30318,33.7783971,-84.4036958,6/25/2012 18:47,5/6/2015 17:40,POINT (-84.403696 33.778397),14,Friday,Theft,324851,230977
116917078,8/28/2007 13:30,2399 - LARCENY OFFENSE FREE TEXT,THEFT OF LOST OR MISLAID PROPERTY<BR>LANDMARK :BARNES AND NOBLE BOOKSTORE 172 Z2,1 Block FIFTH STREET NW,ATLANTA,30308,33.7768272,-84.3879341,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.387934 33.776827),13,Tuesday,Theft,,230979
116917079,4/15/2008 11:50,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY DECEPTION<BR>LANDMARK :STUDENT CENTER 104 Z3,300 Block FERST DRIVE NW,ATLANTA,30313,33.7769281,-84.3936373,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.393637 33.776928),11,Tuesday,Theft,,230979
116917080,10/5/2006 9:40,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :SKILES BUILIDING 2 Z2,600 Block CHERRY STREET NW,ATLANTA,30313,33.7713324,-84.3955179,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.395518 33.771332),9,Thursday,Theft,,230979
116917081,10/9/2006 17:35,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING (BICYCLE TIRE)<BR>LANDMARK :HARRIS RESIDENCE HALL 11 Z2,600 Block TECHWOOD DRIVE NW,ATLANTA,30332,33.7713136,-84.3920502,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.39205 33.771314),17,Monday,Theft,,230979
116917082,2/9/2006 0:00,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY THEFT-OTHER LOCATION<BR>LANDMARK :NONE GIVEN,600 Block NORTHSIDE DRIVE,ATLANTA,30318,33.7712679,-84.4062517,6/25/2012 18:47,5/6/2015 17:40,POINT (-84.406252 33.771268),0,Thursday,Theft,,
116917084,12/17/2009 2:11,2399 - LARCENY OFFENSE FREE TEXT,"""THEFT OF SERVICES<BR>LANDMARK :TECHWOOD DRIVE, NW @ FIFTH STREET, NW Z2""",TECHWOOD DRIVE NW & FIFTH STREET NW Z2,ATLANTA,null,33.7769009,-84.3920969,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.392097 33.776901),2,Thursday,Theft,,230979
116917085,9/12/2006 0:08,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING (MOTORCYCLE)<BR>LANDMARK :WOODRUFF PARKING LOT,800 Block CURRAN STREET NW,ATLANTA,30318,33.7772505,-84.4052391,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.405239 33.777251),0,Tuesday,Theft,324851,230977
116917086,7/27/2011 21:50,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :CAMPUS RECREATION CENTER,700 Block FERST DRIVE NW,ATLANTA,30318,33.775502,-84.4025626,6/25/2012 18:47,5/6/2015 17:44,POINT (-84.402563 33.775502),21,Wednesday,Theft,,230977
116917087,10/1/2006 15:45,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :HOPKINS RESIDENCE HALL 94 Z2,100 Block BOBBY DODD WAY NW,ATLANTA,30313,33.7739209,-84.395053,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.395053 33.773921),15,Sunday,Theft,324851,230979
116917088,5/24/2007 7:41,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :GEORGIA TECH HOTEL & CONFERENCE CENTER 171 Z2,800 Block SPRING STREET,ATLANTA,30308,33.776392,-84.388915,6/25/2012 18:47,5/6/2015 17:40,POINT (-84.388915 33.776392),7,Thursday,Theft,324851,230979
116917089,6/5/2006 20:15,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :NONE GIVEN,700 Block CHERRY STREET NW,ATLANTA,30313,33.7738214,-84.3954907,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.395491 33.773821),20,Monday,Theft,324851,230979
116917090,11/16/2010 9:01,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :MOTOR POOL BUILDING LOT,900 Block ATLANTIC DRIVE NW,ATLANTA,30318,33.779566,-84.397852,6/25/2012 18:47,5/6/2015 17:43,POINT (-84.397852 33.779566),9,Tuesday,Theft,324851,230978
116917091,10/26/2007 0:32,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :CURRAN STREET PARKING DECK 139 Z4,800 Block CURRAN STREET NW,ATLANTA,30318,33.7772505,-84.4052391,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.405239 33.777251),0,Friday,Theft,324851,230977
116917092,3/16/2007 17:51,2404 - THEFT OF AUTOMOBILE,THEFT OF AUTOMOBILE<BR>LANDMARK :FAMILY APARTMENTS PARKING DECK,200 Block TENTH STREET NW,ATLANTA,30318,33.7814969,-84.3947513,6/25/2012 18:47,5/6/2015 17:40,POINT (-84.394751 33.781497),17,Friday,Theft of Vehicle,,230978
116917093,2/10/2010 13:17,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :NONE GIVEN,300 Block NORTHYARD BOULEVARD,ATLANTA,30318,33.7686858,-84.4018107,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.401811 33.768686),13,Wednesday,Theft,,
116917094,4/14/2010 14:19,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :PHI MU SORORITY 362 Z3,200 Block FERST DRIVE NW,ATLANTA,30318,33.7769449,-84.3950006,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.395001 33.776945),14,Wednesday,Theft,,230980
116917095,5/27/2008 9:40,2399 - LARCENY OFFENSE FREE TEXT,THEFT OF STOLEN PROPERTY<BR>LANDMARK :GEORGIA TECH HOTEL & CONFERENCE CENTER 171 Z2,800 Block SPRING STREET NW,ATLANTA,30308,33.776392,-84.388915,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.388915 33.776392),9,Tuesday,Theft,324851,230979
116917096,6/7/2008 19:57,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :CAMPUS RECREATION CENTER,700 Block FERST DRIVE NW,ATLANTA,30318,33.775502,-84.4025626,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.402563 33.775502),19,Saturday,Theft,,230977
116917097,3/15/2009 16:37,2399 - LARCENY OFFENSE FREE TEXT,ATTEMPTED THEFT BY TAKING<BR>LANDMARK :CHANDLER STADIUM 68 Z1,200 Block FERST DRIVE NW,ATLANTA,30318,33.7769449,-84.3950006,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.395001 33.776945),16,Sunday,Theft,,230980
116917098,6/7/2006 9:00,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :NONE GIVEN,700 Block FOWLER STREET NW,ATLANTA,30313,33.774252,-84.3937827,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.393783 33.774252),9,Wednesday,Theft,,230979
116917099,6/5/2007 23:30,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :DELTA SIGMA PHI FRATERNITY,100 Block FOURTH STREET NW,ATLANTA,30313,33.775134,-84.391535,6/25/2012 18:47,5/6/2015 17:40,POINT (-84.391535 33.775134),23,Tuesday,Theft,324851,230979
116917100,12/31/2007 7:31,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :LANDON LEARNING CENTER,1000 Block TUMLIN STREET NW,ATLANTA,30318,33.7821349,-84.4006003,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.4006 33.782135),7,Monday,Theft,,230978
116917101,5/12/2010 19:14,2399 - LARCENY OFFENSE FREE TEXT,LARCENY - THEFT OF SERVICES<BR>LANDMARK :STUDENT CENTER,300 Block FERST DRIVE NW,ATLANTA,30313,33.7769281,-84.3936373,6/25/2012 18:47,5/6/2015 17:44,POINT (-84.393637 33.776928),19,Wednesday,Theft,,230979
116917102,8/23/2006 18:04,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :RESEARCH ADMINISTRATION BUILDING 155 Z1,500 Block TENTH STREET,ATLANTA,30318,33.7835417,-84.3740074,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.374007 33.783542),18,Wednesday,Theft,,
116917103,7/30/2010 14:27,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY CONVERSION<BR>LANDMARK :WOODRUFF RESIDENCE HALL 116 Z4,800 Block CURRAN STREET NW,ATLANTA,30318,33.7772505,-84.4052391,6/25/2012 18:47,5/6/2015 17:44,POINT (-84.405239 33.777251),14,Friday,Theft,324851,230977
116917104,1/10/2008 9:48,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :ETHEL STREET WAREHOUSE 169,600 Block ETHEL STREET NW,ATLANTA,30318,33.7845293,-84.4060816,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.406082 33.784529),9,Thursday,Theft,,
116917106,3/27/2006 12:02,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :SOUTHERN REGIONAL EDUCATION BOARD,500 Block TENTH STREET NW,ATLANTA,30318,33.7814208,-84.4040613,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.404061 33.781421),12,Monday,Theft,,230978
116917107,9/11/2007 8:12,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :MAULDING RESIDENCE HALL (SIXTH ST. APTS.) 65 Z4,500 Block SIXTH STREET NW,ATLANTA,30318,33.7772634,-84.4038559,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.403856 33.777263),8,Tuesday,Theft,324851,230977
116917108,2/7/2011 8:40,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :HABERSHAM HOUSE (IVAN ALLEN COLLEGE),700 Block MARIETTA STREET NW,ATLANTA,30318,33.7720354,-84.4016171,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.401617 33.772035),8,Monday,Theft,,230977
116917109,9/21/2006 20:21,2399 - LARCENY OFFENSE FREE TEXT,INFORMATION<BR>LANDMARK :BOBBY DODD STADIUM,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712878,-84.3907507,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.390751 33.771288),20,Thursday,Theft,,230979
116917110,4/2/2009 13:02,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :CENTER STREET APARTMENTS,900 Block HEMPHILL AVENUE NW,ATLANTA,30318,33.779914,-84.403195,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.403195 33.779914),13,Thursday,Theft,324851,230977
116917111,8/10/2008 15:42,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :PHI GAMMA DELTA FRATERNITY 315 Z1,800 Block FOWLER STREET NW,ATLANTA,30313,33.776665,-84.393822,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.393822 33.776665),15,Sunday,Theft,324851,230980
116917113,7/18/2011 23:35,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :STAMPS FIELD,700 Block FERST DRIVE NW,ATLANTA,30318,33.775502,-84.4025626,6/25/2012 18:47,5/6/2015 17:44,POINT (-84.402563 33.775502),23,Monday,Theft,,230977
116917114,4/16/2012 18:01,2399 - LARCENY OFFENSE FREE TEXT,THEFT OF LOST OR MISLAID PROPERTY<BR>LANDMARK :PHI GAMMA DELTA FRATERNITY 315 Z1,800 Block FOWLER STREET NW,ATLANTA,30313,33.776665,-84.393822,6/25/2012 18:47,5/6/2015 17:43,POINT (-84.393822 33.776665),18,Monday,Theft,324851,230980
116917115,9/10/2008 0:39,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :ROE STAMPS FIELD,700 Block FERST DRIVE NW,ATLANTA,30318,33.775502,-84.4025626,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.402563 33.775502),0,Wednesday,Theft,,230977
116917116,12/15/2007 17:00,2399 - LARCENY OFFENSE FREE TEXT,FINANCIAL TRANSACTION CARD THEFT<BR>LANDMARK :FERST CENTER FOR THE ARTS 124 Z3,300 Block FERST DRIVE NW,ATLANTA,30313,33.7769281,-84.3936373,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.393637 33.776928),17,Saturday,Theft,,230979
116917117,5/27/2008 15:42,2399 - LARCENY OFFENSE FREE TEXT,LARCENY - GASOLINE FROM VEHICLE<BR>LANDMARK :MAULDING RESIDENCE HALL (SIXTH ST. APTS.) 65 Z4,500 Block SIXTH STREET NW,ATLANTA,30318,33.7772634,-84.4038559,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.403856 33.777263),15,Tuesday,Theft,324851,230977
116917118,9/20/2008 14:41,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :BOBBY DODD STADIUM,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712878,-84.3907507,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.390751 33.771288),14,Saturday,Theft,,230979
116917120,3/21/2012 12:27,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :GRIFFIN TRACK,900 Block FOWLER STREET NW,ATLANTA,30318,33.7795792,-84.3936098,6/25/2012 18:47,5/6/2015 17:43,POINT (-84.39361 33.779579),12,Wednesday,Theft,,230978
116917121,3/21/2009 2:30,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :KAPPA ALPHA FRATERNITY 310 Z2,800 Block TECHWOOD DRIVE NW,ATLANTA,30313,33.7763741,-84.3920599,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.39206 33.776374),2,Saturday,Theft,,230979
116917122,10/26/2008 8:22,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :CHANDLER STADIUM,200 Block FIFTH STREET,ATLANTA,30313,33.7769195,-84.3931637,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.393164 33.77692),8,Sunday,Theft,,230979
116917123,7/17/2006 16:55,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :FAMILY HOUSING,200 Block TENTH STREET NW,ATLANTA,30318,33.7814969,-84.3947513,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.394751 33.781497),16,Monday,Theft,,230978
116917124,9/19/2007 15:54,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :CAMPUS RECREATION CENTER FIELD,700 Block FERST DRIVE NW,ATLANTA,30318,33.775502,-84.4025626,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.402563 33.775502),15,Wednesday,Theft,,230977
116917125,7/19/2009 1:30,2399 - LARCENY OFFENSE FREE TEXT,"""FINANCIAL TRANSACTION CARD THEFT<BR>LANDMARK :TENTH STREET, NW @ STATE STREET, NW""",TENTH STREET NW & STATE STREET NW,ATLANTA,null,33.7815188,-84.3991697,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.39917 33.781519),1,Sunday,Theft,,230978
116917126,3/26/2007 11:50,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :NONE GIVEN,400 Block TENTH STREET NW,ATLANTA,30318,33.781084,-84.4005197,6/25/2012 18:47,5/6/2015 17:40,POINT (-84.40052 33.781084),11,Monday,Theft,324851,230978
116917127,8/12/2011 8:43,2399 - LARCENY OFFENSE FREE TEXT,"""THEFT BY TAKING<BR>LANDMARK :FITTEN RESIDENCE HALL , 119 Z4""",800 Block MCMILLAN STREET NW,ATLANTA,30318,33.7779735,-84.4042067,6/25/2012 18:47,5/6/2015 17:44,POINT (-84.404207 33.777974),8,Friday,Theft,324851,230977
116917128,2/16/2009 7:27,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :WOMAN'S SOFTBALL FIELD,100 Block SIXTH STREET NW,ATLANTA,30313,33.7781351,-84.3914818,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.391482 33.778135),7,Monday,Theft,,230978
116917129,3/30/2007 10:43,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :NONE GIVEN,800 Block HEMPHILL AVENUE NW,ATLANTA,30318,33.7784039,-84.401298,6/25/2012 18:47,5/6/2015 17:40,POINT (-84.401298 33.778404),10,Friday,Theft,,230980
116917130,6/2/2009 12:21,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY DECEPTION<BR>LANDMARK :PHI MU SORORITY,200 Block FIFTH STREET NW,ATLANTA,30313,33.7769195,-84.3931637,6/25/2012 18:47,5/6/2015 17:41,POINT (-84.393164 33.77692),12,Tuesday,Theft,,230979
116917131,3/10/2011 11:20,2399 - LARCENY OFFENSE FREE TEXT,LARCENY<BR>LANDMARK :INSTITUTE OF PAPER SCIENCE AND TECHNOLOGY BUILDING,500 Block FOURTEENTH STREET NW,ATLANTA,30363,33.785938,-84.403732,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.403732 33.785938),11,Thursday,Theft,,
116917132,9/11/2011 17:53,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :DELTA UPSILON,100 Block 5TH STREET,ATLANTA,null,33.7761231,-84.3840466,6/25/2012 18:47,5/6/2015 17:44,POINT (-84.384047 33.776123),17,Sunday,Theft,,
116917133,7/31/2009 12:58,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :NORTH PARKING DECK,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712878,-84.3907507,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.390751 33.771288),12,Friday,Theft,,230979
116917134,11/7/2009 19:00,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :BOBBY DODD STADIUM,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712878,-84.3907507,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.390751 33.771288),19,Saturday,Theft,,230979
116917135,5/23/2006 9:12,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :CHANDLER BASEBALL STADIUM,200 Block FERST DRIVE NW,ATLANTA,30318,33.7769449,-84.3950006,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.395001 33.776945),9,Tuesday,Theft,,230980
116917138,9/22/2006 11:16,2399 - LARCENY OFFENSE FREE TEXT,"""THEFT BY TAKING<BR>LANDMARK :LAMBERT STREET, NW @ NORTHSIDE DRIVE, NW""",LAMBERT STREET NW & NORTHSIDE DRIVE NW,ATLANTA,null,33.7704942,-84.4048736,6/25/2012 18:47,5/6/2015 17:45,POINT (-84.404874 33.770494),11,Friday,Theft,,230977
